id_venda,data_venda,cliente,produto,categoria,quantidade,preco_unitario,vendedor,cidade,estado
5394,2024-09-13,Pedro Henrique,Mouse,Eletrônicos,4,82.02,Eduardo,Curitiba,PR
5395,2024-02-01,Marcelo,Teclado,Eletrônicos,1,156.22,Bruno,Porto Alegre,SP
5396,2024-11-07,Vitor Hugo,Monitor,Eletrônicos,1,915.23,Ana,Curitiba,PR
5397,2024-08-03,Ana Liz,Notebook,Eletrônicos,4,3571.39,Eduardo,São Paulo,MG
5398,2024-01-30,Zoe,Livro Python,Livros,3,125.44,Eduardo,Belo Horizonte,PR
5399,2024-03-07,Julia,Livro Python,Livros,2,131.69,Daniela,São Paulo,PR
5400,2024-10-07,Raul,Monitor,Eletrônicos,1,869.74,Daniela,Rio de Janeiro,SP
5401,2024-12-18,Léo,Mochila,Acessórios,3,195.72,Eduardo,Curitiba,MG
5402,2024-07-27,Anna Liz,Mesa,Móveis,3,1145.99,Ana,Belo Horizonte,RS
5403,2024-06-20,Francisco,Cadeira,Móveis,4,698.69,Carlos,Belo Horizonte,SP
5404,2024-05-14,Marcela,Livro SQL,Livros,4,93.39,Daniela,Curitiba,RJ
5405,2024-06-09,Heloísa,Cadeira,Móveis,2,730.55,Eduardo,Rio de Janeiro,RJ
5406,2024-11-16,Marina,Mochila,Acessórios,1,196.52,Daniela,Belo Horizonte,SP
5407,2024-12-06,Vinicius,Cadeira,Móveis,2,720.23,Eduardo,Curitiba,RJ
5408,2024-07-10,Anna Liz,Livro SQL,Livros,4,91.11,Bruno,Rio de Janeiro,RJ
5409,2024-09-29,João Miguel,Livro Python,Livros,1,119.98,Bruno,Curitiba,SP
5410,2024-05-10,Davi Lucas,Mouse,Eletrônicos,1,76.73,Carlos,Rio de Janeiro,MG
5411,2024-09-19,Marina,Monitor,Eletrônicos,4,971.23,Daniela,Rio de Janeiro,MG
5412,2024-09-22,Raul,Fone,Eletrônicos,2,207.68,Carlos,Belo Horizonte,RJ
5413,2024-06-20,Maria,Mouse,Eletrônicos,1,82.9,Eduardo,Porto Alegre,SP
5414,2024-10-01,Gabriel,Fone,Eletrônicos,2,208.07,Daniela,Porto Alegre,RS
5415,2024-06-06,Ana Lívia,Mouse,Eletrônicos,4,83.69,Eduardo,Curitiba,RJ
5416,2024-05-28,Gabrielly,Monitor,Eletrônicos,2,976.78,Carlos,São Paulo,RS
5417,2024-10-30,Natália,Mochila,Acessórios,3,169.31,Daniela,Belo Horizonte,RJ
5418,2024-04-17,Heitor,Monitor,Eletrônicos,2,974.69,Eduardo,Belo Horizonte,RJ
5419,2024-02-17,Alexandre,Teclado,Eletrônicos,3,161.22,Carlos,Curitiba,RJ
5420,2024-10-16,Ana Julia,Mesa,Móveis,3,1138.72,Ana,Belo Horizonte,RS
5421,2024-03-27,Calebe,Monitor,Eletrônicos,2,958.15,Bruno,Rio de Janeiro,MG
5422,2024-08-09,Giovanna,Monitor,Eletrônicos,1,827.72,Ana,Rio de Janeiro,SP
5423,2024-02-18,Benício,Mouse,Eletrônicos,2,83.8,Carlos,Porto Alegre,PR
5424,2024-11-06,Fernanda,Livro Python,Livros,2,108.5,Ana,Belo Horizonte,MG
5425,2024-08-04,Renan,Mesa,Móveis,4,1204.32,Daniela,Curitiba,RS
5426,2024-01-07,Luan,Cadeira,Móveis,1,744.18,Daniela,Belo Horizonte,PR
5427,2024-11-20,Thiago,Livro Python,Livros,1,117.31,Eduardo,Belo Horizonte,MG
5428,2024-12-30,Cecilia,Monitor,Eletrônicos,4,903.22,Carlos,Rio de Janeiro,PR
5429,2024-10-08,Aylla,Mesa,Móveis,3,1293.7,Eduardo,Curitiba,MG
5430,2024-03-31,Thiago,Livro Python,Livros,2,114.67,Daniela,Porto Alegre,RS
5431,2024-05-05,Pedro Lucas,Livro Python,Livros,1,114.27,Ana,Curitiba,RJ
5432,2024-12-26,Juan,Cadeira,Móveis,4,681.81,Bruno,São Paulo,RJ
5433,2024-01-14,Benjamin,Mesa,Móveis,4,1103.61,Carlos,Belo Horizonte,SP
5434,2024-10-30,Maria Luiza,Fone,Eletrônicos,4,185.45,Ana,Porto Alegre,MG
5435,2024-04-19,Allana,Mochila,Acessórios,1,162.71,Carlos,Porto Alegre,SP
5436,2024-01-03,Davi Miguel,Mesa,Móveis,3,1282.65,Bruno,Curitiba,RS
5437,2024-05-17,Hadassa,Teclado,Eletrônicos,4,144.88,Carlos,Belo Horizonte,RS
5438,2024-10-13,Daniel,Livro Python,Livros,4,124.92,Daniela,Belo Horizonte,PR
5439,2024-11-20,Ana Lívia,Teclado,Eletrônicos,2,136.36,Ana,Rio de Janeiro,SP
5440,2024-02-02,Elisa,Livro SQL,Livros,1,92.74,Carlos,Rio de Janeiro,RJ
5441,2024-07-31,Rodrigo,Mesa,Móveis,4,1295.55,Eduardo,São Paulo,MG
5442,2024-04-17,Caleb,Teclado,Eletrônicos,4,151.4,Daniela,São Paulo,MG
5443,2024-02-22,Davi Lucas,Notebook,Eletrônicos,4,3583.07,Carlos,Porto Alegre,RS
5444,2024-04-23,Luiz Felipe,Monitor,Eletrônicos,2,854.3,Bruno,Rio de Janeiro,PR
5445,2024-01-25,Sophia,Mouse,Eletrônicos,2,85.97,Carlos,Belo Horizonte,MG
5446,2024-05-24,Lorena,Monitor,Eletrônicos,4,961.48,Ana,Curitiba,RS
5447,2024-11-20,Luana,Livro Python,Livros,4,117.63,Bruno,Curitiba,RJ
5448,2024-09-09,Maria,Mouse,Eletrônicos,4,79.49,Ana,São Paulo,RS
5449,2024-10-02,Joaquim,Mouse,Eletrônicos,3,72.06,Daniela,Porto Alegre,MG
5450,2024-12-06,Dante,Teclado,Eletrônicos,3,138.21,Bruno,São Paulo,SP
5451,2024-09-15,Eduarda,Mesa,Móveis,1,1221.43,Eduardo,Curitiba,SP
5452,2024-07-06,Ágatha,Fone,Eletrônicos,1,196.47,Carlos,Belo Horizonte,RJ
5453,2024-05-04,João Miguel,Monitor,Eletrônicos,4,816.14,Carlos,Belo Horizonte,RJ
5454,2024-01-13,Maria Laura,Livro Python,Livros,3,131.04,Eduardo,Curitiba,MG
5455,2024-12-25,Benjamim,Cadeira,Móveis,2,766.87,Daniela,São Paulo,SP
5456,2024-08-18,Augusto,Livro SQL,Livros,2,107.47,Bruno,Rio de Janeiro,SP
5457,2024-06-04,Maria Cecília,Fone,Eletrônicos,2,217.54,Daniela,Belo Horizonte,RJ
5458,2024-07-11,Levi,Monitor,Eletrônicos,2,970.62,Daniela,Curitiba,PR
5459,2024-06-16,Mariah,Teclado,Eletrônicos,3,137.55,Eduardo,Curitiba,PR
5460,2024-12-27,João Vitor,Mesa,Móveis,1,1110.56,Daniela,Rio de Janeiro,RJ
5461,2024-04-04,Melissa,Livro SQL,Livros,2,100.52,Ana,São Paulo,MG
5462,2024-01-01,Carlos Eduardo,Notebook,Eletrônicos,3,3230.7,Ana,Belo Horizonte,RJ
5463,2024-06-02,Larissa,Livro SQL,Livros,2,106.42,Eduardo,São Paulo,SP
5464,2024-01-01,Yago,Mesa,Móveis,2,1289.8,Carlos,Porto Alegre,SP
5465,2024-04-16,Enzo,Notebook,Eletrônicos,3,3293.74,Ana,Rio de Janeiro,PR
5466,2024-10-20,Camila,Teclado,Eletrônicos,1,140.24,Bruno,São Paulo,MG
5467,2024-01-16,Sophia,Teclado,Eletrônicos,4,156.16,Carlos,Curitiba,RJ
5468,2024-07-21,Maya,Mouse,Eletrônicos,3,84.91,Daniela,São Paulo,RS
5469,2024-03-06,Diego,Cadeira,Móveis,2,638.46,Bruno,Porto Alegre,SP
5470,2024-12-07,Miguel,Monitor,Eletrônicos,4,877.81,Daniela,Porto Alegre,SP
5471,2024-06-09,Liz,Livro SQL,Livros,3,95.05,Bruno,São Paulo,RJ
5472,2024-01-15,Gabriela,Mouse,Eletrônicos,2,72.48,Bruno,Curitiba,RS
5473,2024-01-27,Júlia,Mesa,Móveis,1,1290.44,Carlos,Rio de Janeiro,RS
5474,2024-01-30,Lara,Livro Python,Livros,4,126.87,Bruno,São Paulo,RS
5475,2024-05-14,Lívia,Teclado,Eletrônicos,4,141.27,Eduardo,Curitiba,RJ
5476,2024-02-08,Maria Cecília,Mesa,Móveis,2,1234.22,Bruno,Belo Horizonte,RS
5477,2024-07-24,Luiz Miguel,Mesa,Móveis,4,1270.15,Bruno,Rio de Janeiro,RJ
5478,2024-02-12,Sofia,Teclado,Eletrônicos,3,153.31,Bruno,Curitiba,RJ
5479,2024-09-15,Clara,Mochila,Acessórios,4,197.76,Bruno,Porto Alegre,RS
5480,2024-11-14,Maria Flor,Mochila,Acessórios,1,170.35,Bruno,São Paulo,MG
5481,2024-11-18,Davi Miguel,Mesa,Móveis,3,1233.82,Daniela,Rio de Janeiro,MG
5482,2024-10-28,Eduarda,Monitor,Eletrônicos,3,971.85,Bruno,Rio de Janeiro,PR
5483,2024-12-18,Luigi,Livro Python,Livros,3,117.69,Ana,Porto Alegre,MG
5484,2024-06-14,Theo,Notebook,Eletrônicos,4,3236.72,Daniela,Curitiba,SP
5485,2024-03-13,José,Notebook,Eletrônicos,2,3816.61,Eduardo,Curitiba,SP
5486,2024-06-19,Luiz Henrique,Fone,Eletrônicos,3,217.22,Bruno,Curitiba,RS
5487,2024-12-03,Daniela,Livro SQL,Livros,4,98.03,Ana,Porto Alegre,RJ
5488,2024-04-24,Luan,Monitor,Eletrônicos,1,884.71,Daniela,São Paulo,SP
5489,2024-08-14,Breno,Notebook,Eletrônicos,3,3820.47,Daniela,São Paulo,RJ
5490,2024-03-28,Henry Gabriel,Livro Python,Livros,3,129.01,Ana,Belo Horizonte,RS
5491,2024-11-24,Maria Julia,Monitor,Eletrônicos,2,908.62,Eduardo,Porto Alegre,RJ
5492,2024-07-27,Laura,Mouse,Eletrônicos,1,84.23,Daniela,Curitiba,MG
5493,2024-01-24,Maria Sophia,Fone,Eletrônicos,3,202.15,Carlos,Curitiba,PR
5494,2024-04-01,Dante,Monitor,Eletrônicos,2,955.36,Carlos,Curitiba,MG
5495,2024-04-26,Vitor Hugo,Teclado,Eletrônicos,3,137.09,Bruno,Rio de Janeiro,RJ
5496,2024-02-14,Fernanda,Teclado,Eletrônicos,2,142.58,Bruno,Rio de Janeiro,RS
5497,2024-11-02,Lara,Notebook,Eletrônicos,1,3593.93,Ana,Porto Alegre,MG
5498,2024-02-04,Juliana,Cadeira,Móveis,1,675.46,Bruno,Belo Horizonte,RS
5499,2024-07-15,Lunna,Mochila,Acessórios,2,193.04,Bruno,Rio de Janeiro,RJ
5500,2024-09-29,Davi Lucca,Mesa,Móveis,1,1161.57,Daniela,São Paulo,PR
5501,2024-12-17,Beatriz,Teclado,Eletrônicos,4,136.49,Eduardo,Belo Horizonte,RJ
5502,2024-09-13,Antonella,Mesa,Móveis,1,1108.48,Ana,Curitiba,RJ
5503,2024-11-02,Lorena,Livro SQL,Livros,2,105.94,Bruno,São Paulo,SP
5504,2024-10-18,Alexia,Fone,Eletrônicos,3,213.9,Ana,Belo Horizonte,PR
5505,2024-12-06,Camila,Livro SQL,Livros,2,95.94,Carlos,São Paulo,RJ
5506,2024-07-30,Helena,Notebook,Eletrônicos,2,3280.17,Daniela,Belo Horizonte,RJ
5507,2024-02-08,Apollo,Fone,Eletrônicos,2,208.91,Carlos,São Paulo,RS
5508,2024-04-30,Julia,Mesa,Móveis,2,1276.81,Bruno,São Paulo,SP
5509,2024-04-29,João Pedro,Monitor,Eletrônicos,2,823.79,Daniela,Rio de Janeiro,PR
5510,2024-10-28,Bárbara,Notebook,Eletrônicos,4,3711.44,Eduardo,Belo Horizonte,PR
5511,2024-03-15,Catarina,Monitor,Eletrônicos,3,967.97,Eduardo,Curitiba,MG
5512,2024-08-12,Otto,Livro Python,Livros,2,127.76,Ana,Belo Horizonte,MG
5513,2024-04-08,Luan,Livro SQL,Livros,3,96.68,Ana,Belo Horizonte,MG
5514,2024-03-23,Laura,Cadeira,Móveis,4,667.71,Eduardo,São Paulo,RJ
5515,2024-07-08,Milena,Mouse,Eletrônicos,1,75.31,Carlos,São Paulo,PR
5516,2024-07-03,Nathan,Cadeira,Móveis,2,718.43,Ana,São Paulo,RS
5517,2024-08-12,Bernardo,Mesa,Móveis,2,1135.72,Carlos,Curitiba,MG
5518,2024-05-02,Marcelo,Notebook,Eletrônicos,3,3735.02,Eduardo,São Paulo,RS
5519,2024-10-27,Luiz Miguel,Livro Python,Livros,2,108.85,Eduardo,Rio de Janeiro,RS
5520,2024-05-12,Caleb,Mesa,Móveis,1,1227.72,Daniela,Porto Alegre,PR
5521,2024-03-22,Agatha,Mesa,Móveis,2,1310.61,Bruno,São Paulo,PR
5522,2024-05-10,Melissa,Notebook,Eletrônicos,2,3272.62,Bruno,São Paulo,MG
5523,2024-11-15,Felipe,Teclado,Eletrônicos,1,139.69,Daniela,Rio de Janeiro,SP
5524,2024-11-24,Lorenzo,Mouse,Eletrônicos,1,84.46,Eduardo,Curitiba,SP
5525,2024-08-19,Rafaela,Teclado,Eletrônicos,4,155.71,Ana,Rio de Janeiro,MG
5526,2024-04-20,Daniel,Mouse,Eletrônicos,1,86.77,Bruno,Porto Alegre,RJ
5527,2024-01-08,Isadora,Livro Python,Livros,3,127.28,Eduardo,Curitiba,PR
5528,2024-07-12,Miguel,Fone,Eletrônicos,1,192.96,Eduardo,Curitiba,PR
5529,2024-12-07,Carlos Eduardo,Notebook,Eletrônicos,3,3697.86,Eduardo,Porto Alegre,PR
5530,2024-10-15,Vinicius,Monitor,Eletrônicos,2,915.07,Ana,Rio de Janeiro,PR
5531,2024-10-28,Rhavi,Livro SQL,Livros,3,100.94,Daniela,Rio de Janeiro,SP
5532,2024-09-28,Ravy,Mochila,Acessórios,1,184.03,Bruno,Rio de Janeiro,PR
5533,2024-08-31,Helena,Livro Python,Livros,4,108.03,Ana,Curitiba,MG
5534,2024-02-07,Yasmin,Mochila,Acessórios,1,171.96,Eduardo,Porto Alegre,RS
5535,2024-02-17,Francisco,Livro SQL,Livros,3,107.59,Eduardo,Curitiba,MG
5536,2024-03-17,Manuela,Monitor,Eletrônicos,1,929.59,Bruno,Porto Alegre,MG
5537,2024-02-24,Sarah,Monitor,Eletrônicos,4,816.84,Ana,Porto Alegre,SP
5538,2024-03-25,Fernando,Livro Python,Livros,3,127.43,Carlos,Belo Horizonte,RJ
5539,2024-11-09,Augusto,Notebook,Eletrônicos,2,3512.99,Eduardo,Porto Alegre,MG
5540,2024-10-01,Maria Liz,Teclado,Eletrônicos,1,137.18,Bruno,São Paulo,RJ
5541,2024-02-02,Camila,Notebook,Eletrônicos,1,3642.0,Bruno,São Paulo,RS
5542,2024-05-30,Bianca,Mouse,Eletrônicos,3,80.16,Carlos,São Paulo,MG
5543,2024-05-13,Yuri,Livro SQL,Livros,1,101.87,Daniela,Belo Horizonte,MG
5544,2024-03-17,Breno,Mochila,Acessórios,1,163.92,Daniela,Belo Horizonte,PR
5545,2024-11-23,Henrique,Notebook,Eletrônicos,4,3746.41,Ana,São Paulo,RJ
5546,2024-05-07,Maria Luísa,Livro Python,Livros,4,128.33,Eduardo,Curitiba,PR
5547,2024-05-15,Vitor,Cadeira,Móveis,1,725.13,Carlos,Porto Alegre,PR
5548,2024-04-02,Maria Cecília,Livro SQL,Livros,4,105.85,Daniela,Belo Horizonte,RS
5549,2024-12-25,Ana Sophia,Livro SQL,Livros,1,105.25,Eduardo,Curitiba,MG
5550,2024-05-16,Alice,Mouse,Eletrônicos,1,72.2,Daniela,Rio de Janeiro,PR
5551,2024-11-02,Melissa,Mesa,Móveis,2,1294.55,Daniela,São Paulo,MG
5552,2024-01-07,Leandro,Mesa,Móveis,4,1252.39,Ana,São Paulo,PR
5553,2024-11-02,Murilo,Monitor,Eletrônicos,2,921.84,Carlos,Belo Horizonte,RJ
5554,2024-01-10,Aylla,Livro SQL,Livros,3,107.24,Bruno,São Paulo,RS
5555,2024-05-01,Allana,Livro Python,Livros,1,111.07,Carlos,Porto Alegre,PR
5556,2024-02-07,Júlia,Mochila,Acessórios,3,186.4,Bruno,Curitiba,PR
5557,2024-12-03,Olívia,Mouse,Eletrônicos,2,74.7,Ana,Porto Alegre,MG
5558,2024-03-07,Lara,Teclado,Eletrônicos,1,149.56,Eduardo,Curitiba,RJ
5559,2024-11-11,Igor,Mesa,Móveis,1,1196.52,Bruno,São Paulo,MG
5560,2024-12-10,Benjamin,Mochila,Acessórios,1,171.25,Daniela,São Paulo,RJ
5561,2024-04-24,Diego,Mesa,Móveis,2,1165.33,Carlos,São Paulo,RJ
5562,2024-12-10,Agatha,Fone,Eletrônicos,4,192.9,Bruno,Curitiba,PR
5563,2024-11-19,Letícia,Monitor,Eletrônicos,1,815.92,Daniela,Belo Horizonte,RJ
5564,2024-01-17,Clara,Mouse,Eletrônicos,2,81.91,Carlos,Porto Alegre,MG
5565,2024-03-14,Liam,Fone,Eletrônicos,2,219.68,Eduardo,Porto Alegre,RS
5566,2024-01-14,Breno,Mesa,Móveis,3,1092.71,Eduardo,Curitiba,MG
5567,2024-01-04,Nicole,Cadeira,Móveis,4,759.82,Daniela,Curitiba,RJ
5568,2024-01-06,Alice,Cadeira,Móveis,1,645.88,Carlos,Belo Horizonte,MG
5569,2024-08-19,Manuela,Monitor,Eletrônicos,1,828.81,Carlos,Belo Horizonte,SP
5570,2024-03-05,Matteo,Cadeira,Móveis,3,723.5,Eduardo,São Paulo,PR
5571,2024-06-06,João Miguel,Mochila,Acessórios,1,189.94,Eduardo,Porto Alegre,RJ
5572,2024-10-04,Sophia,Mochila,Acessórios,4,186.97,Bruno,Belo Horizonte,MG
5573,2024-01-04,Luísa,Mochila,Acessórios,2,182.58,Daniela,Belo Horizonte,RJ
5574,2024-08-04,Helena,Mochila,Acessórios,3,172.78,Carlos,Curitiba,MG
5575,2024-03-14,Lívia,Notebook,Eletrônicos,4,3592.91,Eduardo,Porto Alegre,RJ
5576,2024-04-02,Bruna,Teclado,Eletrônicos,3,137.99,Bruno,São Paulo,RS
5577,2024-01-10,Emanuella,Mesa,Móveis,4,1096.44,Eduardo,Curitiba,RJ
5578,2024-10-31,Carlos Eduardo,Mochila,Acessórios,2,190.49,Daniela,Rio de Janeiro,RS
5579,2024-01-26,Maria Isis,Fone,Eletrônicos,4,202.79,Eduardo,Porto Alegre,MG
5580,2024-04-04,Arthur,Mouse,Eletrônicos,2,85.4,Bruno,Rio de Janeiro,SP
5581,2024-09-04,Esther,Notebook,Eletrônicos,4,3178.62,Eduardo,Curitiba,RJ
5582,2024-05-31,Thiago,Notebook,Eletrônicos,2,3668.57,Bruno,São Paulo,PR
5583,2024-08-02,Joana,Notebook,Eletrônicos,1,3620.15,Daniela,Belo Horizonte,MG
5584,2024-05-22,Maysa,Fone,Eletrônicos,4,199.51,Carlos,Rio de Janeiro,MG
5585,2024-06-15,José,Livro Python,Livros,3,113.13,Carlos,Belo Horizonte,PR
5586,2024-07-20,Melissa,Mochila,Acessórios,4,189.54,Bruno,Rio de Janeiro,SP
5587,2024-09-02,Gustavo,Monitor,Eletrônicos,2,862.64,Ana,São Paulo,MG
5588,2024-07-20,Maria Luiza,Cadeira,Móveis,2,631.6,Eduardo,Curitiba,MG
5589,2024-04-05,Maria Isis,Livro Python,Livros,2,122.99,Ana,Rio de Janeiro,RS
5590,2024-08-05,Breno,Monitor,Eletrônicos,2,847.77,Eduardo,São Paulo,SP
5591,2024-09-30,Caleb,Teclado,Eletrônicos,3,149.73,Carlos,São Paulo,RJ
5592,2024-12-09,Benjamim,Mouse,Eletrônicos,3,73.53,Bruno,Curitiba,MG
5593,2024-10-30,Isabela,Livro Python,Livros,1,130.66,Carlos,Porto Alegre,RS
5594,2024-12-19,Maria Isis,Livro Python,Livros,2,116.27,Bruno,Belo Horizonte,RS
5595,2024-02-10,Daniela,Mesa,Móveis,3,1201.23,Daniela,São Paulo,RS
5596,2024-11-04,Luara,Livro Python,Livros,4,112.14,Ana,Porto Alegre,RS
5597,2024-04-15,João,Monitor,Eletrônicos,2,920.61,Ana,Belo Horizonte,MG
5598,2024-01-30,Luiza,Fone,Eletrônicos,3,194.05,Carlos,Rio de Janeiro,MG
5599,2024-03-19,Marcela,Mesa,Móveis,2,1244.21,Daniela,Curitiba,RJ
5600,2024-07-07,Thales,Mouse,Eletrônicos,1,78.71,Ana,Rio de Janeiro,RS
5601,2024-03-22,Cecília,Fone,Eletrônicos,2,180.33,Carlos,São Paulo,RJ
5602,2024-01-02,Aylla,Cadeira,Móveis,1,765.25,Bruno,Rio de Janeiro,PR
5603,2024-08-11,Hellena,Teclado,Eletrônicos,2,152.62,Bruno,São Paulo,RJ
5604,2024-04-03,Aurora,Monitor,Eletrônicos,4,952.21,Carlos,Curitiba,MG
5605,2024-03-22,Maria Laura,Teclado,Eletrônicos,3,138.38,Carlos,Curitiba,RJ
5606,2024-12-08,Ana Vitória,Mouse,Eletrônicos,2,75.11,Ana,Belo Horizonte,RJ
5607,2024-12-03,Nicole,Livro SQL,Livros,1,109.71,Eduardo,Curitiba,RS
5608,2024-04-24,Mariane,Livro Python,Livros,2,130.96,Eduardo,São Paulo,SP
5609,2024-09-04,João Guilherme,Fone,Eletrônicos,4,213.23,Carlos,Rio de Janeiro,RS
5610,2024-01-19,João,Cadeira,Móveis,3,726.99,Daniela,Porto Alegre,SP
5611,2024-01-24,Nicole,Teclado,Eletrônicos,3,164.2,Ana,Curitiba,PR
5612,2024-06-09,Lunna,Cadeira,Móveis,1,748.42,Ana,Curitiba,MG
5613,2024-06-08,Daniel,Monitor,Eletrônicos,3,894.06,Ana,Belo Horizonte,RJ
5614,2024-06-17,Marcos Vinicius,Mesa,Móveis,3,1269.59,Ana,Rio de Janeiro,RJ
5615,2024-05-18,Otto,Fone,Eletrônicos,4,187.76,Carlos,São Paulo,RJ
5616,2024-02-26,Leandro,Teclado,Eletrônicos,1,141.77,Eduardo,Porto Alegre,MG
5617,2024-01-31,Mariane,Livro Python,Livros,2,130.92,Daniela,Belo Horizonte,RJ
5618,2024-10-14,Stella,Livro SQL,Livros,4,97.87,Carlos,Rio de Janeiro,RJ
5619,2024-08-05,Arthur,Monitor,Eletrônicos,2,836.15,Bruno,Porto Alegre,RJ
5620,2024-05-06,Ana Clara,Mochila,Acessórios,2,177.54,Bruno,São Paulo,RJ
5621,2024-01-15,Alexandre,Notebook,Eletrônicos,1,3576.08,Bruno,Belo Horizonte,PR
5622,2024-04-14,João Miguel,Mochila,Acessórios,2,191.9,Ana,Rio de Janeiro,RJ
5623,2024-08-06,Maria Sophia,Notebook,Eletrônicos,1,3347.09,Bruno,São Paulo,RJ
5624,2024-12-06,Bryan,Monitor,Eletrônicos,1,962.91,Carlos,Curitiba,PR
5625,2024-12-01,Anna Liz,Livro SQL,Livros,4,95.7,Ana,São Paulo,PR
5626,2024-07-08,João Vitor,Livro SQL,Livros,1,105.02,Carlos,São Paulo,PR
5627,2024-12-18,Kevin,Livro Python,Livros,4,125.15,Bruno,Curitiba,RS
5628,2024-02-08,Vinicius,Mochila,Acessórios,1,194.43,Carlos,Belo Horizonte,RJ
5629,2024-09-18,Thales,Notebook,Eletrônicos,2,3551.91,Bruno,Belo Horizonte,MG
5630,2024-02-18,Theodoro,Monitor,Eletrônicos,2,892.1,Ana,São Paulo,RJ
5631,2024-01-28,Ana,Monitor,Eletrônicos,4,946.03,Eduardo,Porto Alegre,MG
5632,2024-11-23,Maria Júlia,Livro SQL,Livros,4,109.17,Bruno,Rio de Janeiro,SP
5633,2024-10-31,Kamilly,Monitor,Eletrônicos,1,932.89,Carlos,Rio de Janeiro,SP
5634,2024-07-17,Clarice,Teclado,Eletrônicos,1,157.14,Eduardo,Belo Horizonte,PR
5635,2024-08-26,Maria Alice,Mouse,Eletrônicos,4,77.76,Eduardo,São Paulo,SP
5636,2024-09-26,Jade,Livro SQL,Livros,4,93.13,Bruno,Rio de Janeiro,RJ
5637,2024-07-27,José Miguel,Cadeira,Móveis,2,705.35,Ana,Belo Horizonte,SP
5638,2024-11-10,Leandro,Livro SQL,Livros,3,102.75,Daniela,Belo Horizonte,RS
5639,2024-09-08,Gustavo,Livro SQL,Livros,2,100.81,Ana,Curitiba,PR
5640,2024-03-09,Sofia,Mesa,Móveis,3,1090.45,Carlos,Curitiba,SP
5641,2024-03-09,Mathias,Mochila,Acessórios,3,196.96,Eduardo,Rio de Janeiro,MG
5642,2024-07-22,Ana Laura,Notebook,Eletrônicos,4,3608.45,Daniela,Belo Horizonte,RS
5643,2024-11-27,Davi,Monitor,Eletrônicos,4,880.63,Eduardo,Curitiba,RJ
5644,2024-10-25,Aurora,Livro SQL,Livros,2,93.57,Bruno,Belo Horizonte,RS
5645,2024-02-18,Lavínia,Mouse,Eletrônicos,2,81.17,Bruno,Rio de Janeiro,MG
5646,2024-02-26,Mateus,Mochila,Acessórios,2,175.2,Ana,Porto Alegre,MG
5647,2024-01-24,Lucca,Livro Python,Livros,1,118.43,Daniela,Porto Alegre,MG
5648,2024-10-20,Pedro Lucas,Cadeira,Móveis,1,667.11,Eduardo,Rio de Janeiro,RJ
5649,2024-08-02,Eloah,Livro SQL,Livros,1,98.85,Bruno,Rio de Janeiro,PR
5650,2024-10-06,Kevin,Mochila,Acessórios,2,192.92,Ana,Rio de Janeiro,SP
5651,2024-01-21,Olívia,Teclado,Eletrônicos,4,140.66,Ana,São Paulo,SP
5652,2024-08-04,Gabrielly,Mouse,Eletrônicos,4,78.79,Eduardo,Curitiba,RS
5653,2024-08-19,Beatriz,Notebook,Eletrônicos,3,3372.81,Bruno,Belo Horizonte,RS
5654,2024-08-16,Nina,Livro Python,Livros,4,112.36,Eduardo,São Paulo,SP
5655,2024-10-05,Emanuelly,Livro SQL,Livros,2,92.59,Ana,Curitiba,MG
5656,2024-01-16,João Lucas,Notebook,Eletrônicos,1,3312.38,Bruno,Porto Alegre,RJ
5657,2024-09-13,Caroline,Mesa,Móveis,1,1081.46,Ana,Porto Alegre,RS
5658,2024-04-28,Rafaela,Mochila,Acessórios,3,197.94,Carlos,Belo Horizonte,RJ
5659,2024-02-05,José Pedro,Mochila,Acessórios,4,173.1,Carlos,São Paulo,PR
5660,2024-04-17,Vinicius,Mouse,Eletrônicos,3,79.49,Bruno,Rio de Janeiro,RJ
5661,2024-11-10,Maria Laura,Livro SQL,Livros,1,105.82,Daniela,Belo Horizonte,RJ
5662,2024-04-06,Kamilly,Monitor,Eletrônicos,4,874.49,Eduardo,Curitiba,RJ
5663,2024-08-25,Marcela,Teclado,Eletrônicos,3,156.9,Ana,Belo Horizonte,MG
5664,2024-03-31,Mariane,Teclado,Eletrônicos,3,164.1,Bruno,São Paulo,PR
5665,2024-12-07,Gabrielly,Teclado,Eletrônicos,1,158.92,Daniela,Belo Horizonte,MG
5666,2024-07-16,Maria Luísa,Mochila,Acessórios,3,172.65,Daniela,Rio de Janeiro,RJ
5667,2024-07-29,Gabrielly,Notebook,Eletrônicos,2,3302.37,Eduardo,Rio de Janeiro,RJ
5668,2024-07-30,Raul,Cadeira,Móveis,3,707.19,Carlos,Belo Horizonte,PR
5669,2024-07-05,Amanda,Notebook,Eletrônicos,3,3643.85,Carlos,Porto Alegre,RS
5670,2024-09-30,Gabrielly,Livro SQL,Livros,1,95.85,Eduardo,Porto Alegre,RS
5671,2024-05-11,Renan,Mesa,Móveis,1,1243.56,Ana,Belo Horizonte,PR
5672,2024-05-22,Nina,Notebook,Eletrônicos,1,3298.84,Bruno,São Paulo,MG
5673,2024-07-25,Elisa,Mochila,Acessórios,2,171.8,Daniela,Porto Alegre,MG
5674,2024-03-20,Davi Luiz,Mouse,Eletrônicos,2,78.21,Eduardo,Belo Horizonte,RJ
5675,2024-11-18,Ísis,Livro SQL,Livros,2,91.3,Daniela,Belo Horizonte,RS
